complaint_id,customer_id,complaint_date,complaint_type,resolution_status,resolution_days
COMP145094,CUST131494,2025-12-23,Billing Issue,Resolved,3
COMP145095,CUST131495,2025-08-05,Service Quality,Resolved,1
COMP145096,CUST131495,2025-10-30,Network Issue,Pending,5
COMP145097,CUST131496,2025-10-12,Network Issue,Resolved,3
COMP145098,CUST131497,2025-12-31,Service Quality,Resolved,5
COMP145099,CUST131497,2025-12-16,Network Issue,Resolved,2
COMP145100,CUST131497,2025-10-04,Data/Speed Issue,Resolved,3
COMP145101,CUST131499,2025-12-01,Network Issue,Resolved,4
COMP145102,CUST131499,2025-11-17,Other,Resolved,6
COMP145103,CUST131499,2025-08-28,Other,Resolved,6
COMP145104,CUST131500,2025-11-24,Service Quality,Pending,6
COMP145105,CUST131500,2025-08-11,Network Issue,Resolved,2
COMP145106,CUST131502,2025-10-10,Service Quality,Resolved,5
COMP145107,CUST131502,2025-12-27,Data/Speed Issue,Resolved,6
COMP145108,CUST131504,2025-09-10,Data/Speed Issue,Pending,3
COMP145109,CUST131504,2026-01-20,Service Quality,Resolved,8
COMP145110,CUST131504,2025-11-23,Billing Issue,Pending,5
COMP145111,CUST131504,2025-09-27,Network Issue,Pending,14
COMP145112,CUST131504,2026-01-14,Network Issue,Pending,13
COMP145113,CUST131506,2026-01-04,Service Quality,Resolved,2
COMP145114,CUST131506,2025-08-05,Billing Issue,Resolved,6
COMP145115,CUST131506,2025-09-06,Billing Issue,Resolved,6
COMP145116,CUST131507,2025-09-13,Service Quality,Resolved,3
COMP145117,CUST131508,2025-08-23,Billing Issue,Resolved,3
COMP145118,CUST131508,2026-01-02,Billing Issue,Resolved,3
COMP145119,CUST131508,2026-01-16,Billing Issue,Resolved,2
COMP145120,CUST131510,2025-10-29,Data/Speed Issue,Resolved,2
COMP145121,CUST131511,2025-10-22,Network Issue,Resolved,11
COMP145122,CUST131511,2025-09-12,Data/Speed Issue,Pending,12
COMP145123,CUST131511,2025-08-26,Billing Issue,Resolved,13
COMP145124,CUST131511,2025-08-04,Network Issue,Resolved,3
COMP145125,CUST131512,2025-11-01,Other,Resolved,3
COMP145126,CUST131512,2025-09-18,Service Quality,Pending,5
COMP145127,CUST131515,2025-09-05,Service Quality,Pending,4
COMP145128,CUST131515,2025-11-07,Service Quality,Pending,14
COMP145129,CUST131515,2025-12-15,Data/Speed Issue,Resolved,13
COMP145130,CUST131516,2026-01-09,Network Issue,Resolved,11
COMP145131,CUST131516,2025-12-18,Service Quality,Resolved,14
COMP145132,CUST131517,2025-09-08,Data/Speed Issue,Resolved,4
COMP145133,CUST131517,2025-12-18,Data/Speed Issue,Resolved,1
COMP145134,CUST131517,2025-10-02,Billing Issue,Resolved,3
COMP145135,CUST131518,2025-08-14,Service Quality,Resolved,2
COMP145136,CUST131520,2025-09-14,Network Issue,Resolved,2
COMP145137,CUST131520,2025-12-09,Network Issue,Resolved,4
COMP145138,CUST131521,2025-11-10,Data/Speed Issue,Resolved,5
COMP145139,CUST131521,2025-09-15,Billing Issue,Pending,8
COMP145140,CUST131522,2025-10-28,Service Quality,Pending,9
COMP145141,CUST131522,2025-11-04,Network Issue,Pending,5
COMP145142,CUST131522,2025-10-12,Billing Issue,Pending,10
COMP145143,CUST131523,2025-12-19,Billing Issue,Resolved,3
COMP145144,CUST131523,2025-09-02,Billing Issue,Resolved,1
COMP145145,CUST131523,2026-01-09,Other,Resolved,3
COMP145146,CUST131524,2025-09-13,Data/Speed Issue,Resolved,5
COMP145147,CUST131524,2025-10-28,Network Issue,Resolved,2
COMP145148,CUST131524,2025-09-05,Service Quality,Resolved,4
COMP145149,CUST131524,2025-08-20,Billing Issue,Resolved,6
COMP145150,CUST131524,2026-01-25,Other,Resolved,2
COMP145151,CUST131525,2025-08-17,Other,Resolved,2
COMP145152,CUST131525,2025-09-23,Service Quality,Resolved,5
COMP145153,CUST131529,2025-12-19,Service Quality,Resolved,4
COMP145154,CUST131531,2025-10-15,Network Issue,Resolved,5
COMP145155,CUST131531,2025-09-19,Other,Resolved,1
COMP145156,CUST131532,2025-08-18,Other,Resolved,3
COMP145157,CUST131532,2025-09-22,Data/Speed Issue,Resolved,3
COMP145158,CUST131532,2025-08-05,Network Issue,Resolved,4
COMP145159,CUST131532,2025-10-20,Billing Issue,Resolved,6
COMP145160,CUST131532,2025-08-14,Service Quality,Resolved,6
COMP145161,CUST131533,2025-12-09,Billing Issue,Resolved,4
COMP145162,CUST131534,2026-01-06,Data/Speed Issue,Resolved,2
COMP145163,CUST131534,2025-11-10,Network Issue,Resolved,5
COMP145164,CUST131535,2025-10-24,Billing Issue,Resolved,4
COMP145165,CUST131535,2025-12-03,Data/Speed Issue,Resolved,4
COMP145166,CUST131536,2025-09-27,Billing Issue,Resolved,3
COMP145167,CUST131536,2025-09-23,Billing Issue,Resolved,4
COMP145168,CUST131539,2025-11-24,Network Issue,Resolved,6
COMP145169,CUST131539,2026-01-04,Service Quality,Pending,11
COMP145170,CUST131539,2025-12-20,Network Issue,Pending,7
COMP145171,CUST131540,2025-10-02,Service Quality,Pending,6
COMP145172,CUST131540,2026-01-23,Other,Resolved,5
COMP145173,CUST131540,2026-01-26,Data/Speed Issue,Resolved,4
COMP145174,CUST131543,2025-08-29,Network Issue,Resolved,9
COMP145175,CUST131543,2025-11-06,Network Issue,Resolved,5
COMP145176,CUST131543,2025-12-16,Other,Resolved,3
COMP145177,CUST131543,2025-10-19,Service Quality,Resolved,10
COMP145178,CUST131546,2025-08-10,Service Quality,Resolved,6
COMP145179,CUST131549,2025-11-17,Service Quality,Resolved,10
COMP145180,CUST131549,2025-09-25,Network Issue,Resolved,9
COMP145181,CUST131549,2026-01-08,Data/Speed Issue,Resolved,9
COMP145182,CUST131551,2025-12-24,Billing Issue,Pending,12
COMP145183,CUST131551,2025-08-08,Data/Speed Issue,Pending,9
COMP145184,CUST131551,2025-09-27,Service Quality,Resolved,4
COMP145185,CUST131551,2025-09-14,Data/Speed Issue,Pending,9
COMP145186,CUST131552,2025-10-22,Network Issue,Resolved,5
COMP145187,CUST131552,2025-09-12,Billing Issue,Resolved,6
COMP145188,CUST131552,2025-12-30,Network Issue,Pending,4
COMP145189,CUST131553,2025-09-25,Billing Issue,Resolved,13
COMP145190,CUST131553,2026-01-02,Network Issue,Resolved,3
COMP145191,CUST131553,2025-12-14,Data/Speed Issue,Pending,13
COMP145192,CUST131555,2025-12-19,Data/Speed Issue,Resolved,1
COMP145193,CUST131556,2026-01-30,Network Issue,Pending,8
COMP145194,CUST131556,2025-09-24,Network Issue,Pending,14
COMP145195,CUST131557,2025-08-11,Network Issue,Resolved,2
COMP145196,CUST131559,2025-08-04,Network Issue,Resolved,1
COMP145197,CUST131561,2026-01-27,Network Issue,Resolved,2
COMP145198,CUST131561,2025-12-18,Data/Speed Issue,Resolved,4
COMP145199,CUST131563,2025-09-10,Service Quality,Resolved,2
COMP145200,CUST131564,2025-09-01,Service Quality,Resolved,9
COMP145201,CUST131564,2026-01-16,Data/Speed Issue,Resolved,8
COMP145202,CUST131564,2025-11-12,Data/Speed Issue,Resolved,9
COMP145203,CUST131566,2025-08-22,Billing Issue,Resolved,4
COMP145204,CUST131567,2026-01-02,Other,Resolved,11
COMP145205,CUST131567,2025-10-03,Network Issue,Pending,14
COMP145206,CUST131567,2025-10-16,Data/Speed Issue,Pending,5
COMP145207,CUST131568,2025-10-09,Billing Issue,Resolved,1
COMP145208,CUST131570,2025-09-26,Service Quality,Resolved,3
COMP145209,CUST131570,2025-08-31,Network Issue,Pending,1
COMP145210,CUST131571,2025-12-21,Other,Resolved,3
COMP145211,CUST131572,2026-01-28,Billing Issue,Resolved,1
COMP145212,CUST131572,2025-10-05,Billing Issue,Resolved,3
COMP145213,CUST131575,2025-10-10,Network Issue,Resolved,6
COMP145214,CUST131575,2025-11-08,Data/Speed Issue,Resolved,1
COMP145215,CUST131576,2025-08-11,Data/Speed Issue,Resolved,4
COMP145216,CUST131576,2025-11-17,Billing Issue,Resolved,5
COMP145217,CUST131576,2025-10-15,Data/Speed Issue,Resolved,2
COMP145218,CUST131578,2025-08-13,Billing Issue,Resolved,1
COMP145219,CUST131578,2025-09-14,Billing Issue,Resolved,4
COMP145220,CUST131579,2025-08-23,Data/Speed Issue,Resolved,6
COMP145221,CUST131580,2025-10-24,Service Quality,Resolved,3
COMP145222,CUST131582,2025-10-08,Service Quality,Pending,6
COMP145223,CUST131582,2025-12-24,Billing Issue,Pending,4
COMP145224,CUST131582,2026-01-25,Network Issue,Pending,13
COMP145225,CUST131582,2026-01-26,Data/Speed Issue,Pending,10
COMP145226,CUST131583,2025-09-30,Service Quality,Resolved,12
COMP145227,CUST131584,2025-10-18,Network Issue,Resolved,2
COMP145228,CUST131584,2025-10-30,Other,Resolved,6
COMP145229,CUST131585,2026-01-29,Billing Issue,Resolved,4
COMP145230,CUST131586,2025-09-29,Billing Issue,Pending,4
COMP145231,CUST131587,2025-09-20,Data/Speed Issue,Resolved,4
COMP145232,CUST131587,2025-10-31,Other,Resolved,5
COMP145233,CUST131587,2025-09-10,Network Issue,Resolved,4
COMP145234,CUST131587,2026-01-22,Other,Resolved,4
COMP145235,CUST131588,2025-12-03,Network Issue,Resolved,2
COMP145236,CUST131588,2025-12-29,Network Issue,Resolved,5
COMP145237,CUST131588,2025-10-25,Service Quality,Resolved,1
COMP145238,CUST131589,2025-08-27,Network Issue,Pending,1
COMP145239,CUST131589,2025-09-08,Service Quality,Resolved,6
COMP145240,CUST131589,2025-12-24,Service Quality,Pending,2
COMP145241,CUST131592,2025-09-12,Data/Speed Issue,Resolved,4
COMP145242,CUST131592,2025-11-19,Other,Resolved,3
COMP145243,CUST131593,2025-08-27,Network Issue,Resolved,10
COMP145244,CUST131593,2025-12-13,Service Quality,Resolved,12
COMP145245,CUST131593,2025-10-02,Billing Issue,Resolved,8
COMP145246,CUST131593,2025-08-24,Network Issue,Resolved,10
COMP145247,CUST131593,2025-11-08,Data/Speed Issue,Resolved,4
COMP145248,CUST131595,2025-12-15,Data/Speed Issue,Resolved,4
COMP145249,CUST131596,2025-12-20,Network Issue,Resolved,4
COMP145250,CUST131597,2025-08-31,Service Quality,Resolved,3
COMP145251,CUST131598,2025-12-05,Service Quality,Resolved,4
COMP145252,CUST131599,2025-08-22,Billing Issue,Resolved,3
COMP145253,CUST131600,2025-12-08,Service Quality,Resolved,6
COMP145254,CUST131600,2025-09-17,Data/Speed Issue,Resolved,6
COMP145255,CUST131601,2025-08-06,Service Quality,Pending,14
COMP145256,CUST131601,2026-01-01,Data/Speed Issue,Resolved,11
COMP145257,CUST131601,2025-10-14,Billing Issue,Pending,12
COMP145258,CUST131601,2025-10-15,Data/Speed Issue,Pending,6
COMP145259,CUST131601,2025-09-04,Billing Issue,Resolved,7
COMP145260,CUST131602,2025-11-13,Service Quality,Resolved,2
COMP145261,CUST131603,2025-10-15,Network Issue,Resolved,6
COMP145262,CUST131604,2026-01-10,Network Issue,Resolved,5
COMP145263,CUST131607,2026-01-28,Data/Speed Issue,Resolved,3
COMP145264,CUST131607,2025-09-04,Billing Issue,Resolved,2
COMP145265,CUST131607,2025-10-23,Service Quality,Resolved,5
COMP145266,CUST131607,2026-01-12,Billing Issue,Resolved,4
COMP145267,CUST131608,2026-01-17,Data/Speed Issue,Pending,5
COMP145268,CUST131608,2025-09-03,Data/Speed Issue,Pending,3
COMP145269,CUST131610,2025-10-30,Billing Issue,Resolved,1
COMP145270,CUST131612,2026-01-03,Data/Speed Issue,Resolved,3
COMP145271,CUST131613,2025-08-04,Other,Pending,13
COMP145272,CUST131613,2025-09-03,Network Issue,Resolved,3
COMP145273,CUST131615,2025-10-17,Data/Speed Issue,Resolved,2
COMP145274,CUST131616,2025-12-24,Billing Issue,Resolved,1
COMP145275,CUST131617,2025-10-11,Network Issue,Pending,5
COMP145276,CUST131617,2025-08-25,Network Issue,Resolved,5
COMP145277,CUST131617,2025-09-09,Billing Issue,Resolved,1
COMP145278,CUST131618,2025-10-17,Service Quality,Resolved,4
COMP145279,CUST131618,2026-01-02,Service Quality,Resolved,4
COMP145280,CUST131618,2025-08-14,Service Quality,Pending,3
COMP145281,CUST131619,2025-08-10,Data/Speed Issue,Resolved,3
COMP145282,CUST131621,2025-11-04,Data/Speed Issue,Resolved,5
COMP145283,CUST131622,2026-01-18,Service Quality,Resolved,4
COMP145284,CUST131623,2025-08-19,Other,Resolved,2
COMP145285,CUST131623,2025-10-30,Other,Resolved,3
COMP145286,CUST131624,2025-08-04,Billing Issue,Pending,3
COMP145287,CUST131629,2025-11-29,Billing Issue,Resolved,5
COMP145288,CUST131630,2025-12-03,Network Issue,Resolved,10
COMP145289,CUST131630,2025-08-26,Billing Issue,Resolved,3
COMP145290,CUST131630,2025-11-20,Data/Speed Issue,Resolved,8
COMP145291,CUST131630,2025-10-17,Service Quality,Resolved,13
COMP145292,CUST131633,2025-10-23,Network Issue,Pending,7
COMP145293,CUST131634,2025-08-14,Data/Speed Issue,Resolved,3
COMP145294,CUST131635,2025-10-14,Data/Speed Issue,Resolved,6
COMP145295,CUST131635,2025-08-15,Network Issue,Resolved,4
COMP145296,CUST131636,2026-01-25,Billing Issue,Resolved,6
COMP145297,CUST131637,2026-01-16,Data/Speed Issue,Resolved,3
COMP145298,CUST131637,2025-10-15,Network Issue,Resolved,4
COMP145299,CUST131638,2026-01-02,Network Issue,Resolved,3
COMP145300,CUST131640,2025-11-13,Service Quality,Resolved,6
COMP145301,CUST131641,2025-08-12,Network Issue,Resolved,2
COMP145302,CUST131641,2025-09-18,Data/Speed Issue,Resolved,3
COMP145303,CUST131641,2025-10-13,Service Quality,Resolved,1
COMP145304,CUST131643,2025-10-09,Network Issue,Resolved,14
COMP145305,CUST131643,2026-01-25,Service Quality,Resolved,3
COMP145306,CUST131644,2025-09-07,Billing Issue,Pending,5
COMP145307,CUST131644,2025-12-28,Other,Pending,10
COMP145308,CUST131644,2026-01-11,Billing Issue,Resolved,12
COMP145309,CUST131646,2025-08-13,Billing Issue,Resolved,5
COMP145310,CUST131647,2026-01-07,Network Issue,Resolved,4
COMP145311,CUST131649,2025-08-13,Network Issue,Resolved,10
COMP145312,CUST131652,2026-01-04,Billing Issue,Resolved,3
COMP145313,CUST131652,2025-09-18,Billing Issue,Resolved,7
COMP145314,CUST131653,2025-11-10,Data/Speed Issue,Pending,4
COMP145315,CUST131653,2025-10-15,Billing Issue,Resolved,5
COMP145316,CUST131653,2026-01-23,Service Quality,Pending,5
COMP145317,CUST131656,2025-11-30,Service Quality,Resolved,3
COMP145318,CUST131656,2025-08-04,Billing Issue,Resolved,5
COMP145319,CUST131656,2025-12-24,Data/Speed Issue,Resolved,6
COMP145320,CUST131657,2025-09-20,Data/Speed Issue,Pending,3
COMP145321,CUST131657,2025-11-18,Data/Speed Issue,Resolved,1
COMP145322,CUST131658,2025-12-22,Network Issue,Resolved,6
COMP145323,CUST131660,2025-11-12,Data/Speed Issue,Resolved,3
COMP145324,CUST131660,2025-11-18,Service Quality,Resolved,5
COMP145325,CUST131661,2025-10-30,Other,Resolved,3
COMP145326,CUST131661,2025-08-07,Service Quality,Pending,4
COMP145327,CUST131662,2025-08-11,Service Quality,Resolved,4
COMP145328,CUST131663,2025-09-26,Data/Speed Issue,Resolved,3
COMP145329,CUST131663,2025-10-05,Billing Issue,Resolved,3
COMP145330,CUST131663,2025-12-24,Service Quality,Pending,6
COMP145331,CUST131664,2026-01-18,Network Issue,Resolved,5
COMP145332,CUST131664,2025-09-24,Billing Issue,Resolved,5
COMP145333,CUST131665,2025-12-25,Network Issue,Resolved,2
COMP145334,CUST131666,2026-01-02,Data/Speed Issue,Resolved,3
COMP145335,CUST131668,2025-09-17,Data/Speed Issue,Resolved,1
COMP145336,CUST131668,2025-10-08,Data/Speed Issue,Resolved,4
COMP145337,CUST131670,2025-09-25,Data/Speed Issue,Resolved,5
COMP145338,CUST131670,2025-11-15,Billing Issue,Resolved,7
COMP145339,CUST131673,2025-12-27,Network Issue,Resolved,5
COMP145340,CUST131673,2026-01-06,Data/Speed Issue,Resolved,1
COMP145341,CUST131673,2025-08-19,Billing Issue,Pending,2
COMP145342,CUST131673,2025-08-26,Billing Issue,Resolved,3
COMP145343,CUST131673,2026-01-25,Data/Speed Issue,Pending,5
COMP145344,CUST131674,2026-01-12,Network Issue,Resolved,9
COMP145345,CUST131674,2026-01-23,Service Quality,Resolved,4
COMP145346,CUST131675,2025-08-24,Network Issue,Pending,4
COMP145347,CUST131675,2025-10-19,Service Quality,Resolved,2
COMP145348,CUST131675,2025-10-18,Service Quality,Resolved,5
COMP145349,CUST131676,2025-12-08,Billing Issue,Pending,9
COMP145350,CUST131676,2025-10-29,Data/Speed Issue,Resolved,4
COMP145351,CUST131676,2025-12-13,Data/Speed Issue,Pending,13
COMP145352,CUST131677,2025-11-17,Service Quality,Resolved,2
COMP145353,CUST131678,2025-11-02,Other,Pending,3
COMP145354,CUST131678,2025-08-20,Other,Resolved,7
COMP145355,CUST131678,2025-08-12,Network Issue,Resolved,7
COMP145356,CUST131678,2026-01-12,Other,Resolved,4
COMP145357,CUST131679,2025-12-24,Billing Issue,Resolved,3
COMP145358,CUST131680,2025-08-06,Data/Speed Issue,Resolved,4
COMP145359,CUST131683,2025-08-21,Network Issue,Resolved,2
COMP145360,CUST131684,2025-08-31,Billing Issue,Resolved,3
COMP145361,CUST131684,2026-01-20,Data/Speed Issue,Resolved,3
COMP145362,CUST131685,2025-11-22,Network Issue,Resolved,4
COMP145363,CUST131686,2025-11-23,Service Quality,Resolved,13
COMP145364,CUST131688,2025-12-04,Service Quality,Resolved,6
COMP145365,CUST131689,2025-11-15,Service Quality,Resolved,5
COMP145366,CUST131689,2025-09-18,Billing Issue,Resolved,2
COMP145367,CUST131691,2026-01-12,Other,Resolved,6
COMP145368,CUST131693,2025-08-14,Billing Issue,Resolved,6
COMP145369,CUST131693,2026-01-07,Service Quality,Resolved,2
COMP145370,CUST131695,2026-01-21,Other,Resolved,2
COMP145371,CUST131696,2025-08-20,Other,Pending,8
COMP145372,CUST131696,2025-11-10,Network Issue,Resolved,10
COMP145373,CUST131696,2025-09-06,Network Issue,Resolved,14
COMP145374,CUST131696,2025-10-26,Other,Pending,11
COMP145375,CUST131696,2025-12-28,Network Issue,Resolved,11
COMP145376,CUST131698,2025-11-12,Billing Issue,Resolved,11
COMP145377,CUST131698,2025-10-04,Billing Issue,Resolved,6
COMP145378,CUST131699,2025-11-08,Service Quality,Resolved,5
COMP145379,CUST131699,2025-08-30,Billing Issue,Resolved,4
COMP145380,CUST131699,2025-08-26,Billing Issue,Pending,4
COMP145381,CUST131699,2026-01-01,Billing Issue,Resolved,3
COMP145382,CUST131700,2026-01-12,Service Quality,Resolved,6
COMP145383,CUST131700,2025-10-23,Service Quality,Resolved,1
COMP145384,CUST131700,2025-10-30,Service Quality,Resolved,2
COMP145385,CUST131701,2026-01-22,Network Issue,Resolved,14
COMP145386,CUST131701,2025-08-10,Network Issue,Pending,7
COMP145387,CUST131701,2025-10-31,Service Quality,Pending,6
COMP145388,CUST131701,2025-08-13,Billing Issue,Pending,3
COMP145389,CUST131702,2026-01-28,Billing Issue,Resolved,6
COMP145390,CUST131705,2026-01-23,Other,Resolved,2
COMP145391,CUST131707,2025-10-26,Billing Issue,Resolved,2
COMP145392,CUST131708,2025-09-12,Network Issue,Pending,5
COMP145393,CUST131710,2025-10-20,Other,Resolved,2
COMP145394,CUST131711,2025-12-01,Service Quality,Pending,4
COMP145395,CUST131713,2025-10-31,Other,Resolved,4
COMP145396,CUST131714,2025-11-16,Service Quality,Resolved,3
COMP145397,CUST131715,2025-08-25,Billing Issue,Resolved,8
COMP145398,CUST131715,2025-10-25,Service Quality,Resolved,10
COMP145399,CUST131715,2025-08-22,Billing Issue,Resolved,9
COMP145400,CUST131717,2025-11-16,Network Issue,Resolved,3
COMP145401,CUST131717,2025-09-07,Service Quality,Resolved,6
COMP145402,CUST131717,2025-10-26,Data/Speed Issue,Resolved,3
COMP145403,CUST131719,2025-09-17,Service Quality,Resolved,6
COMP145404,CUST131719,2025-09-12,Network Issue,Resolved,3
COMP145405,CUST131719,2025-10-14,Billing Issue,Pending,2
COMP145406,CUST131720,2025-09-01,Network Issue,Resolved,6
COMP145407,CUST131720,2025-09-29,Billing Issue,Resolved,6
COMP145408,CUST131722,2025-10-08,Service Quality,Pending,4
COMP145409,CUST131722,2026-01-21,Network Issue,Resolved,4
COMP145410,CUST131722,2025-08-15,Billing Issue,Pending,4
COMP145411,CUST131726,2025-10-30,Data/Speed Issue,Resolved,5
COMP145412,CUST131726,2025-09-22,Network Issue,Resolved,3
COMP145413,CUST131729,2025-11-24,Other,Resolved,6
COMP145414,CUST131729,2025-12-10,Network Issue,Resolved,1
COMP145415,CUST131730,2026-01-07,Service Quality,Resolved,3
COMP145416,CUST131732,2025-09-10,Service Quality,Pending,1
COMP145417,CUST131732,2026-01-10,Network Issue,Resolved,3
COMP145418,CUST131732,2025-09-11,Billing Issue,Resolved,5
COMP145419,CUST131734,2025-12-27,Network Issue,Resolved,1
COMP145420,CUST131736,2026-01-08,Billing Issue,Pending,9
COMP145421,CUST131736,2025-11-14,Network Issue,Resolved,9
COMP145422,CUST131736,2025-12-20,Service Quality,Pending,6
COMP145423,CUST131739,2026-01-12,Data/Speed Issue,Resolved,1
COMP145424,CUST131740,2025-10-07,Network Issue,Resolved,6
COMP145425,CUST131740,2025-08-11,Billing Issue,Resolved,4
COMP145426,CUST131742,2025-11-24,Other,Resolved,6
COMP145427,CUST131742,2026-01-13,Network Issue,Pending,12
COMP145428,CUST131743,2025-11-10,Data/Speed Issue,Resolved,1
COMP145429,CUST131744,2025-08-10,Network Issue,Resolved,14
COMP145430,CUST131744,2025-08-09,Data/Speed Issue,Resolved,11
COMP145431,CUST131745,2025-12-28,Billing Issue,Resolved,13
COMP145432,CUST131745,2026-01-09,Billing Issue,Pending,12
COMP145433,CUST131745,2025-12-10,Service Quality,Pending,13
COMP145434,CUST131747,2026-01-19,Billing Issue,Pending,11
COMP145435,CUST131747,2025-08-30,Billing Issue,Resolved,3
COMP145436,CUST131749,2025-09-19,Data/Speed Issue,Resolved,6
COMP145437,CUST131749,2025-11-17,Data/Speed Issue,Resolved,4
COMP145438,CUST131750,2025-08-17,Billing Issue,Resolved,3
